Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN30787,2,0,2,1,Not Selected,0,Room_Type 1,3,2018,4,17,Online,0,0,0,89.0,0,Canceled
INN26621,2,0,0,4,Meal Plan 1,0,Room_Type 4,77,2018,5,10,Online,0,0,0,132.6,2,Not_Canceled
INN00055,2,0,1,0,Not Selected,0,Room_Type 1,13,2018,6,13,Online,0,0,0,89.0,2,Not_Canceled
INN27934,1,0,2,5,Meal Plan 1,0,Room_Type 1,75,2018,3,19,Online,0,0,0,74.68,0,Not_Canceled
INN31145,1,0,2,4,Meal Plan 1,0,Room_Type 1,89,2018,9,4,Offline,0,0,0,85.0,0,Not_Canceled
INN16172,2,0,2,5,Meal Plan 1,0,Room_Type 1,41,2018,12,27,Offline,0,0,0,69.29,0,Not_Canceled
INN35841,2,0,1,2,Meal Plan 1,0,Room_Type 1,10,2017,12,11,Offline,0,0,0,58.0,0,Not_Canceled
INN16032,2,0,1,4,Meal Plan 1,0,Room_Type 1,5,2018,10,17,Online,0,0,0,160.0,2,Not_Canceled
INN33310,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,1,19,Corporate,0,0,0,65.0,0,Not_Canceled
INN29970,2,0,2,1,Meal Plan 1,0,Room_Type 4,47,2018,7,24,Online,0,0,0,168.3,0,Not_Canceled
INN29842,2,0,1,5,Not Selected,0,Room_Type 1,7,2018,10,17,Online,0,0,0,140.0,1,Canceled
INN08836,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled
INN25008,2,0,1,2,Meal Plan 1,0,Room_Type 4,46,2017,11,6,Offline,0,0,0,60.0,0,Not_Canceled
INN19139,1,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,80.0,0,Not_Canceled
INN00951,2,0,1,1,Not Selected,0,Room_Type 1,63,2018,3,28,Online,0,0,0,80.1,0,Canceled
INN04240,1,0,1,2,Meal Plan 1,0,Room_Type 1,6,2018,5,23,Online,0,0,0,106.25,1,Not_Canceled
INN29427,3,0,0,3,Meal Plan 1,0,Room_Type 1,14,2018,2,24,Offline,0,0,0,118.0,1,Not_Canceled
INN01569,2,0,1,4,Meal Plan 1,0,Room_Type 1,259,2018,12,28,Online,0,0,0,131.43,2,Not_Canceled
INN21473,2,0,0,2,Meal Plan 2,0,Room_Type 1,56,2017,9,17,Offline,0,0,0,82.0,0,Not_Canceled
INN30904,1,0,2,0,Meal Plan 1,0,Room_Type 4,2,2018,5,29,Online,0,0,0,104.72,1,Not_Canceled
INN01343,2,0,0,4,Meal Plan 1,0,Room_Type 2,70,2018,4,12,Offline,0,0,0,95.0,0,Not_Canceled
INN29600,2,0,0,2,Meal Plan 1,1,Room_Type 1,21,2018,2,11,Online,0,0,0,102.0,1,Not_Canceled
INN05255,1,0,2,2,Meal Plan 1,0,Room_Type 1,229,2018,10,22,Online,0,0,0,80.75,0,Canceled
INN18844,2,0,0,2,Meal Plan 1,0,Room_Type 1,101,2018,11,18,Online,0,0,0,90.0,2,Canceled
INN07275,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,2018,9,26,Online,0,0,0,107.0,0,Canceled
INN10560,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,8,11,Online,0,0,0,114.0,1,Not_Canceled
INN00277,1,0,0,2,Meal Plan 2,0,Room_Type 1,239,2018,6,15,Online,0,0,0,90.6,0,Canceled
INN30821,1,0,0,3,Meal Plan 1,0,Room_Type 1,232,2018,8,25,Online,0,0,0,90.9,0,Canceled
INN16713,1,0,0,1,Meal Plan 1,1,Room_Type 1,0,2018,12,13,Corporate,1,1,5,67.0,1,Not_Canceled
INN02406,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
INN15378,2,0,0,3,Not Selected,0,Room_Type 1,44,2018,8,31,Online,0,0,0,99.0,1,Not_Canceled
INN15075,2,0,2,2,Not Selected,0,Room_Type 1,5,2017,12,26,Online,0,0,0,63.0,0,Not_Canceled
INN12924,2,0,1,2,Meal Plan 1,0,Room_Type 1,214,2018,10,7,Online,0,0,0,103.5,0,Canceled
INN10961,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled
INN11622,2,1,0,3,Meal Plan 1,0,Room_Type 1,172,2018,10,4,Online,0,0,0,108.9,0,Canceled
INN20202,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75.0,0,Canceled
INN10662,2,0,0,3,Meal Plan 1,0,Room_Type 4,58,2018,10,20,Online,0,0,0,139.5,1,Canceled
INN23886,1,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,87.0,0,Not_Canceled
INN32053,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100.0,0,Canceled
INN01862,2,0,2,3,Not Selected,0,Room_Type 2,34,2017,10,15,Online,0,0,0,94.3,0,Not_Canceled
INN13313,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,Canceled
INN03000,2,0,0,2,Meal Plan 1,0,Room_Type 1,51,2018,11,4,Offline,0,0,0,75.0,0,Not_Canceled
INN19439,2,0,2,2,Meal Plan 1,0,Room_Type 1,23,2018,3,26,Online,0,0,0,136.0,0,Canceled
INN16204,2,0,0,2,Meal Plan 1,0,Room_Type 1,263,2018,10,21,Offline,0,0,0,110.0,0,Canceled
INN30149,1,0,0,3,Meal Plan 1,0,Room_Type 4,28,2018,6,14,Online,0,0,0,108.42,1,Not_Canceled
INN19850,2,0,0,2,Not Selected,0,Room_Type 1,11,2018,5,31,Online,0,0,0,119.0,1,Canceled
INN27933,2,0,1,3,Meal Plan 1,0,Room_Type 1,9,2018,1,28,Online,0,0,0,70.4,0,Not_Canceled
INN12745,1,0,0,2,Meal Plan 1,0,Room_Type 1,4,2018,11,22,Online,0,0,0,99.5,2,Not_Canceled
INN12289,2,0,1,2,Meal Plan 1,0,Room_Type 1,215,2018,7,8,Online,0,0,0,96.3,0,Canceled
INN22241,2,0,2,3,Meal Plan 1,0,Room_Type 1,9,2018,10,27,Online,0,0,0,140.0,1,Not_Canceled
INN10808,3,0,0,1,Meal Plan 1,0,Room_Type 4,36,2018,7,15,Online,0,0,0,168.3,1,Not_Canceled
INN24178,3,0,1,2,Meal Plan 1,0,Room_Type 4,49,2018,7,1,Online,0,0,0,150.3,4,Not_Canceled
INN01674,2,0,2,3,Meal Plan 1,0,Room_Type 1,18,2018,11,20,Online,0,0,0,71.21,0,Canceled
INN17231,2,0,2,3,Not Selected,0,Room_Type 1,49,2018,11,13,Online,0,0,0,74.8,2,Not_Canceled
INN18909,1,0,0,2,Meal Plan 1,0,Room_Type 1,9,2018,3,2,Corporate,0,0,0,56.0,0,Not_Canceled
INN01772,2,0,2,0,Meal Plan 1,0,Room_Type 1,74,2018,9,18,Offline,0,0,0,102.68,0,Not_Canceled
INN02133,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,7,28,Corporate,1,1,17,65.0,1,Not_Canceled
INN03116,2,0,0,3,Meal Plan 1,0,Room_Type 1,24,2018,12,8,Online,0,0,0,86.93,0,Not_Canceled
INN35394,2,0,0,2,Not Selected,0,Room_Type 1,4,2018,2,5,Online,0,0,0,81.0,0,Not_Canceled
INN17098,2,0,1,3,Not Selected,0,Room_Type 1,127,2018,8,1,Online,0,0,0,94.5,0,Canceled
INN26993,1,0,1,2,Meal Plan 1,0,Room_Type 4,56,2018,5,27,Online,0,0,0,140.4,0,Canceled
INN02232,2,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,11,9,Corporate,0,0,0,179.38,0,Not_Canceled
INN30250,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,2017,9,30,Offline,0,0,0,121.0,0,Not_Canceled
INN06713,2,0,0,1,Meal Plan 1,0,Room_Type 5,3,2018,6,11,Online,0,0,0,128.8,0,Not_Canceled
INN23069,2,0,2,10,Meal Plan 1,0,Room_Type 1,239,2018,12,27,Online,0,0,0,78.77,0,Canceled
INN05038,2,0,2,2,Meal Plan 1,0,Room_Type 1,226,2018,10,29,Offline,0,0,0,70.0,1,Not_Canceled
INN35708,2,0,0,3,Meal Plan 1,0,Room_Type 1,32,2018,4,14,Online,0,0,0,111.3,2,Not_Canceled
INN30648,2,0,2,1,Meal Plan 1,0,Room_Type 1,87,2018,6,26,Offline,0,0,0,77.29,0,Not_Canceled
INN08123,3,0,0,2,Meal Plan 1,0,Room_Type 4,172,2018,7,19,Online,0,0,0,128.7,2,Canceled
INN06327,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130.0,0,Canceled
INN22560,3,0,2,1,Meal Plan 1,0,Room_Type 1,118,2018,9,11,Offline,0,0,0,105.4,0,Not_Canceled
INN16997,2,0,1,3,Not Selected,0,Room_Type 1,0,2017,8,10,Online,0,0,0,115.0,0,Not_Canceled
INN13587,2,0,2,1,Meal Plan 2,0,Room_Type 1,145,2017,8,29,Offline,0,0,0,94.5,0,Not_Canceled
INN03590,2,0,2,1,Meal Plan 1,0,Room_Type 5,142,2018,9,4,Offline,0,0,0,101.15,0,Not_Canceled
INN25632,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,2017,10,28,Online,0,0,0,95.1,0,Not_Canceled
INN14148,2,0,0,1,Meal Plan 1,0,Room_Type 4,79,2018,4,28,Online,0,0,0,109.8,1,Not_Canceled
INN33999,2,0,2,3,Meal Plan 1,0,Room_Type 1,192,2017,9,25,Offline,0,0,0,19.15,0,Canceled
INN04532,2,0,2,1,Meal Plan 1,0,Room_Type 1,6,2017,11,22,Online,0,0,0,111.67,0,Not_Canceled
INN27071,2,0,1,2,Meal Plan 1,0,Room_Type 1,151,2018,8,5,Offline,0,0,0,72.25,1,Not_Canceled
INN26004,2,0,0,2,Meal Plan 1,0,Room_Type 1,3,2018,3,2,Online,0,0,0,101.0,0,Canceled
INN10188,2,1,0,1,Meal Plan 1,1,Room_Type 4,0,2018,6,8,Online,0,0,0,148.0,2,Not_Canceled
INN14530,2,0,2,1,Not Selected,0,Room_Type 1,34,2018,10,2,Online,0,0,0,108.0,0,Canceled
INN31573,2,0,0,3,Meal Plan 1,0,Room_Type 1,184,2018,8,9,Online,0,0,0,105.3,2,Canceled
INN19123,1,0,1,1,Not Selected,0,Room_Type 1,2,2018,2,8,Online,0,0,0,75.0,1,Not_Canceled
INN25748,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104.0,0,Not_Canceled
INN16817,2,0,0,1,Meal Plan 1,1,Room_Type 4,5,2018,11,8,Online,0,0,0,224.0,3,Not_Canceled
INN15775,2,0,2,3,Meal Plan 1,0,Room_Type 1,54,2018,8,11,Offline,0,0,0,85.0,0,Canceled
INN24470,2,0,0,1,Meal Plan 1,1,Room_Type 1,16,2017,10,29,Online,0,0,0,135.0,1,Not_Canceled
INN30385,2,0,1,1,Meal Plan 2,0,Room_Type 1,4,2018,5,21,Offline,0,0,0,112.0,1,Not_Canceled
INN00062,1,0,0,3,Meal Plan 1,0,Room_Type 4,19,2018,5,3,Online,0,0,0,120.12,2,Not_Canceled
INN15880,2,0,0,2,Not Selected,0,Room_Type 1,17,2018,11,25,Online,0,0,0,88.0,0,Canceled
INN06208,2,1,2,1,Meal Plan 1,0,Room_Type 1,62,2018,12,25,Online,0,0,0,111.6,2,Not_Canceled
INN33652,2,0,0,2,Not Selected,1,Room_Type 1,177,2018,8,16,Online,0,0,0,103.5,1,Canceled
INN25273,2,0,2,5,Meal Plan 1,0,Room_Type 4,47,2018,8,31,Online,0,0,0,140.53,2,Not_Canceled
INN34236,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Offline,0,0,0,115.0,1,Canceled
INN08542,2,0,0,2,Meal Plan 1,0,Room_Type 1,301,2018,11,18,Offline,0,0,0,52.0,0,Canceled
INN01980,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled
INN23318,2,0,1,0,Not Selected,0,Room_Type 1,4,2018,10,2,Online,0,0,0,140.0,0,Canceled
INN04360,2,0,2,2,Meal Plan 1,0,Room_Type 1,11,2017,10,23,Offline,0,0,0,88.5,0,Not_Canceled
INN30545,2,0,2,2,Meal Plan 1,0,Room_Type 1,56,2017,9,25,Offline,0,0,0,185.0,0,Not_Canceled
INN07184,2,0,1,4,Meal Plan 1,0,Room_Type 4,82,2018,4,6,Online,0,0,0,99.45,0,Canceled
INN33183,2,0,0,3,Not Selected,0,Room_Type 1,21,2018,10,25,Online,0,0,0,88.0,0,Canceled
INN29116,2,0,0,1,Meal Plan 1,0,Room_Type 4,2,2018,12,24,Online,0,0,0,108.0,1,Not_Canceled
INN27908,2,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,109.0,0,Canceled
INN12919,2,0,1,3,Meal Plan 1,0,Room_Type 1,86,2018,3,31,Online,0,0,0,82.45,1,Not_Canceled
INN08251,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,12,15,Corporate,1,0,2,75.0,0,Not_Canceled
INN17585,2,0,0,3,Meal Plan 1,0,Room_Type 1,193,2018,9,1,Online,0,0,0,108.9,0,Canceled
INN09129,2,0,1,2,Meal Plan 1,0,Room_Type 1,69,2018,6,17,Online,0,0,0,126.9,1,Not_Canceled
INN27820,2,0,0,2,Meal Plan 1,0,Room_Type 1,14,2018,7,21,Corporate,0,0,0,105.0,0,Not_Canceled
INN32789,2,0,2,0,Not Selected,0,Room_Type 1,3,2018,2,7,Online,0,0,0,79.0,0,Canceled
INN20509,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120.0,0,Not_Canceled
INN15545,2,0,2,1,Meal Plan 1,0,Room_Type 1,46,2018,5,7,Online,0,0,0,126.9,2,Not_Canceled
INN06696,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Online,0,0,0,115.0,1,Canceled
INN08646,2,2,2,1,Meal Plan 1,0,Room_Type 6,56,2018,8,13,Online,0,0,0,207.9,1,Not_Canceled
INN18941,2,0,2,0,Meal Plan 1,0,Room_Type 1,14,2018,9,11,Online,0,0,0,118.0,1,Not_Canceled
INN17110,2,0,2,1,Meal Plan 2,0,Room_Type 4,266,2018,12,4,Offline,0,0,0,69.36,2,Not_Canceled
INN23347,2,0,0,4,Meal Plan 1,0,Room_Type 1,56,2018,3,29,Online,0,0,0,85.85,1,Not_Canceled
INN23355,2,0,2,3,Meal Plan 1,0,Room_Type 4,66,2018,4,15,Online,0,0,0,108.8,0,Not_Canceled
INN23978,2,0,1,3,Not Selected,0,Room_Type 1,129,2018,4,11,Online,0,0,0,80.75,1,Not_Canceled
INN03944,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2017,9,7,Corporate,0,0,0,65.0,0,Not_Canceled
INN04165,3,0,0,3,Meal Plan 1,0,Room_Type 4,155,2018,10,20,Online,0,0,0,142.83,0,Canceled
INN32755,1,0,1,0,Meal Plan 1,0,Room_Type 1,3,2018,2,15,Corporate,0,0,0,65.0,0,Canceled
INN33644,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115.0,1,Canceled
INN16355,2,1,2,0,Meal Plan 1,0,Room_Type 4,75,2018,10,2,Online,0,0,0,96.78,1,Not_Canceled
INN07346,2,0,0,4,Meal Plan 1,0,Room_Type 1,9,2017,8,19,Online,0,0,0,90.0,1,Not_Canceled
INN06543,2,0,2,9,Meal Plan 1,0,Room_Type 4,106,2018,3,15,Online,0,0,0,110.77,0,Canceled
INN33450,2,0,1,2,Not Selected,1,Room_Type 1,26,2018,10,3,Online,0,0,0,142.0,2,Not_Canceled
INN28754,2,0,2,2,Meal Plan 1,0,Room_Type 1,179,2018,9,30,Online,0,0,0,113.4,0,Canceled
INN20412,2,1,0,2,Meal Plan 1,0,Room_Type 1,62,2018,12,8,Online,0,0,0,118.8,2,Not_Canceled
INN06510,2,0,2,1,Meal Plan 2,0,Room_Type 1,96,2017,7,11,Offline,0,0,0,94.5,0,Not_Canceled
INN06597,2,2,1,1,Meal Plan 1,0,Room_Type 6,58,2018,6,27,Online,0,0,0,180.9,2,Not_Canceled
INN28685,1,0,2,3,Meal Plan 1,0,Room_Type 1,16,2018,11,25,Online,0,0,0,58.45,1,Canceled
INN06009,2,0,2,2,Not Selected,0,Room_Type 1,224,2018,8,21,Online,0,0,0,80.75,0,Canceled
INN17747,2,0,1,0,Meal Plan 1,0,Room_Type 1,4,2018,5,2,Offline,0,0,0,95.0,0,Not_Canceled
INN33955,2,0,1,0,Not Selected,1,Room_Type 1,6,2018,9,19,Online,0,0,0,183.1,0,Not_Canceled
INN19151,1,0,2,0,Meal Plan 1,0,Room_Type 1,3,2017,10,18,Corporate,0,0,0,65.0,0,Not_Canceled
INN29614,2,0,1,1,Not Selected,0,Room_Type 1,89,2018,11,19,Online,0,0,0,79.2,3,Not_Canceled
INN31084,2,0,1,2,Meal Plan 1,0,Room_Type 4,47,2018,4,1,Online,0,0,0,106.2,0,Not_Canceled
INN18063,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,12,13,Corporate,1,0,2,79.0,1,Not_Canceled
INN03352,2,1,2,4,Meal Plan 1,0,Room_Type 1,101,2018,4,9,Online,0,0,0,85.28,2,Not_Canceled
INN04490,2,0,0,4,Meal Plan 1,0,Room_Type 1,19,2018,12,6,Online,0,0,0,89.89,1,Not_Canceled
INN02899,2,2,0,2,Not Selected,0,Room_Type 6,0,2017,8,7,Online,0,0,0,153.0,1,Not_Canceled
INN22541,3,0,1,2,Meal Plan 2,0,Room_Type 4,109,2018,10,28,Online,0,0,0,174.6,1,Canceled
INN33522,2,0,1,2,Meal Plan 1,0,Room_Type 4,83,2018,12,26,Online,0,0,0,102.6,1,Not_Canceled
INN35121,1,0,0,2,Meal Plan 2,0,Room_Type 1,104,2017,10,6,Offline,0,0,0,91.5,0,Canceled
INN34390,1,0,0,1,Meal Plan 1,0,Room_Type 1,87,2018,5,27,Online,0,0,0,94.25,1,Not_Canceled
INN27230,1,0,0,2,Meal Plan 1,1,Room_Type 1,0,2018,10,5,Corporate,0,0,0,65.0,1,Not_Canceled
INN00589,2,0,0,2,Meal Plan 1,0,Room_Type 1,79,2018,12,30,Offline,0,0,0,192.03,1,Not_Canceled
INN04343,2,0,1,2,Meal Plan 1,0,Room_Type 1,32,2017,10,19,Online,0,0,0,96.3,1,Not_Canceled
INN07096,2,0,2,1,Meal Plan 1,0,Room_Type 1,19,2018,5,7,Online,0,0,0,121.0,0,Canceled
INN01861,3,0,1,1,Meal Plan 1,0,Room_Type 4,36,2018,5,14,Online,0,0,0,159.3,0,Canceled
INN32572,2,0,0,2,Not Selected,0,Room_Type 1,21,2018,3,17,Online,0,0,0,79.0,0,Canceled
INN11570,2,2,0,3,Meal Plan 1,1,Room_Type 6,147,2018,3,24,Online,0,0,0,174.0,1,Not_Canceled
INN25050,1,0,0,1,Meal Plan 1,0,Room_Type 1,78,2018,4,7,Offline,0,0,0,72.72,0,Not_Canceled
INN02455,2,0,0,2,Meal Plan 1,0,Room_Type 1,19,2018,2,12,Online,0,0,0,91.0,1,Canceled
INN00993,1,0,2,3,Not Selected,0,Room_Type 1,81,2018,7,3,Online,0,0,0,103.5,0,Not_Canceled
INN17737,2,0,0,2,Meal Plan 1,0,Room_Type 4,66,2018,9,15,Online,0,0,0,149.4,0,Canceled
INN16523,2,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Offline,0,0,0,115.0,1,Canceled
INN29473,2,0,0,1,Not Selected,0,Room_Type 1,184,2018,8,13,Online,0,0,0,103.5,1,Canceled
INN24242,2,0,2,1,Meal Plan 1,0,Room_Type 1,54,2018,10,29,Offline,0,0,0,95.0,1,Not_Canceled
INN15056,1,0,0,2,Meal Plan 1,0,Room_Type 1,8,2017,10,23,Corporate,1,2,7,65.0,0,Not_Canceled
INN10973,2,0,1,2,Not Selected,0,Room_Type 1,85,2018,3,28,Online,0,0,0,76.5,1,Not_Canceled
INN10038,3,0,1,0,Meal Plan 1,0,Room_Type 1,36,2018,4,4,Online,0,0,0,150.3,2,Not_Canceled
INN24314,2,1,2,1,Meal Plan 1,1,Room_Type 1,278,2018,7,23,Online,0,0,0,139.9,2,Canceled
INN05987,2,0,1,0,Meal Plan 1,0,Room_Type 1,258,2018,10,16,Online,0,0,0,110.0,0,Canceled
INN31247,2,0,1,3,Meal Plan 1,0,Room_Type 1,4,2017,8,17,Online,0,0,0,122.0,3,Not_Canceled
INN04863,2,0,0,1,Not Selected,0,Room_Type 1,34,2018,12,16,Online,0,0,0,88.0,2,Not_Canceled
INN13822,2,0,1,2,Meal Plan 1,0,Room_Type 1,31,2018,10,14,Offline,0,0,0,85.0,0,Not_Canceled
INN17169,2,1,1,0,Meal Plan 1,0,Room_Type 1,7,2018,7,11,Online,0,0,0,169.0,2,Not_Canceled
INN08230,2,0,2,2,Meal Plan 1,0,Room_Type 4,41,2017,10,23,Online,0,0,0,110.09,1,Not_Canceled
INN35653,3,0,1,1,Meal Plan 1,0,Room_Type 4,8,2018,4,11,Online,0,0,0,161.0,0,Not_Canceled
INN12518,2,0,0,3,Not Selected,0,Room_Type 1,28,2018,7,7,Online,0,0,0,134.37,1,Not_Canceled
INN28260,1,0,2,3,Meal Plan 1,0,Room_Type 1,120,2018,3,27,Online,0,0,0,79.05,0,Canceled
INN12404,2,0,0,2,Meal Plan 2,0,Room_Type 1,239,2018,6,15,Offline,0,0,0,112.2,0,Canceled
INN09199,2,0,2,0,Not Selected,0,Room_Type 1,22,2018,8,21,Online,0,0,0,139.0,1,Canceled
INN34306,2,0,2,1,Meal Plan 1,0,Room_Type 4,128,2018,4,9,Online,0,0,0,117.0,2,Canceled
INN02450,1,1,2,1,Meal Plan 2,0,Room_Type 1,23,2018,1,2,Offline,0,0,0,102.0,0,Not_Canceled
INN16871,1,0,1,0,Meal Plan 1,0,Room_Type 1,6,2018,5,23,Corporate,0,0,0,95.0,0,Not_Canceled
INN22512,2,0,0,3,Meal Plan 1,0,Room_Type 4,85,2018,4,7,Online,0,0,0,99.3,0,Canceled
INN24446,1,0,0,1,Not Selected,0,Room_Type 1,181,2018,10,11,Online,0,0,0,98.1,1,Canceled
INN02295,2,0,0,2,Not Selected,0,Room_Type 1,54,2018,11,11,Online,0,0,0,79.2,0,Canceled
INN31331,1,0,0,3,Not Selected,0,Room_Type 1,25,2018,5,10,Online,0,0,0,129.0,0,Not_Canceled
INN24830,1,0,1,0,Meal Plan 1,0,Room_Type 1,25,2018,9,12,Online,0,0,0,108.0,2,Not_Canceled
INN11314,2,0,0,4,Meal Plan 1,0,Room_Type 1,105,2017,9,16,Online,0,0,0,71.4,0,Not_Canceled
INN13976,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,71.0,0,Not_Canceled
INN26068,1,0,0,2,Meal Plan 1,0,Room_Type 4,70,2018,9,15,Online,0,0,0,149.4,0,Canceled
INN19356,2,0,2,2,Not Selected,0,Room_Type 1,24,2018,9,25,Online,0,0,0,119.0,1,Canceled
INN29769,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,3,2,Corporate,0,0,0,65.0,0,Not_Canceled
INN04611,2,0,0,1,Meal Plan 1,0,Room_Type 1,5,2017,10,21,Online,0,0,0,0.0,0,Not_Canceled
INN22336,2,0,1,3,Meal Plan 1,0,Room_Type 1,127,2018,4,28,Offline,0,0,0,90.0,0,Not_Canceled
INN25872,2,1,1,3,Meal Plan 1,0,Room_Type 1,3,2018,3,21,Online,0,0,0,129.0,2,Not_Canceled
INN21660,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,9,22,Online,0,0,0,158.0,0,Not_Canceled
INN33335,3,0,1,2,Meal Plan 1,0,Room_Type 4,229,2018,12,9,Online,0,0,0,110.7,0,Not_Canceled
INN00125,3,0,2,0,Meal Plan 1,0,Room_Type 4,68,2018,4,24,Online,0,0,0,133.2,2,Not_Canceled
INN32550,2,0,2,5,Meal Plan 1,0,Room_Type 1,2,2017,8,19,Online,0,0,0,99.14,0,Not_Canceled
INN09110,2,0,1,0,Not Selected,0,Room_Type 1,48,2018,11,6,Online,0,0,0,79.2,1,Not_Canceled
INN32832,2,0,0,3,Not Selected,0,Room_Type 1,45,2018,2,18,Online,0,0,0,70.5,1,Not_Canceled
INN27293,2,1,0,1,Meal Plan 1,0,Room_Type 1,36,2018,3,24,Online,0,0,0,115.2,0,Canceled
INN00334,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,12,15,Corporate,1,0,1,75.0,0,Not_Canceled
INN12051,2,0,0,4,Meal Plan 1,0,Room_Type 1,204,2017,8,12,Online,0,0,0,76.5,3,Not_Canceled
INN29547,2,0,1,3,Meal Plan 1,0,Room_Type 1,322,2018,5,19,Offline,0,0,0,80.0,0,Canceled
INN20682,2,0,0,3,Meal Plan 2,0,Room_Type 1,36,2017,10,13,Offline,0,0,0,112.0,0,Not_Canceled
INN24117,2,0,1,4,Meal Plan 1,0,Room_Type 1,146,2018,7,13,Offline,0,0,0,72.25,0,Not_Canceled
INN16897,2,0,1,2,Meal Plan 1,0,Room_Type 1,200,2018,7,15,Offline,0,0,0,72.25,0,Not_Canceled
INN28210,2,0,0,3,Meal Plan 1,0,Room_Type 1,160,2017,12,30,Offline,0,0,0,70.67,0,Not_Canceled
INN28795,1,0,0,1,Meal Plan 2,0,Room_Type 1,221,2018,8,12,Offline,0,0,0,73.0,0,Not_Canceled
INN18795,1,0,0,2,Meal Plan 1,1,Room_Type 1,7,2018,12,14,Corporate,1,5,56,67.0,2,Not_Canceled
INN12907,2,0,2,3,Not Selected,0,Room_Type 1,116,2018,9,25,Online,0,0,0,125.1,2,Not_Canceled
INN01270,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,8,2,Online,0,0,0,102.7,0,Not_Canceled
INN36230,3,0,0,3,Meal Plan 1,0,Room_Type 1,42,2017,11,25,Online,0,0,0,106.8,1,Not_Canceled
INN20049,1,0,0,1,Meal Plan 1,0,Room_Type 1,28,2017,10,29,Offline,0,0,0,130.0,0,Not_Canceled
INN15734,2,0,0,2,Meal Plan 1,0,Room_Type 1,6,2018,5,24,Corporate,0,0,0,110.0,1,Not_Canceled
INN20736,2,0,0,4,Not Selected,0,Room_Type 1,30,2018,11,29,Online,0,0,0,83.8,1,Not_Canceled
INN35226,2,1,2,1,Meal Plan 1,0,Room_Type 1,100,2018,7,16,Online,0,0,0,121.5,1,Canceled
INN29834,1,0,1,2,Meal Plan 1,0,Room_Type 1,19,2018,5,2,Online,0,0,0,120.0,0,Not_Canceled
INN05522,2,0,2,5,Meal Plan 1,0,Room_Type 1,151,2018,9,4,Online,0,0,0,126.9,2,Canceled
INN29271,2,0,1,3,Meal Plan 1,0,Room_Type 4,45,2017,10,22,Online,0,0,0,78.54,1,Not_Canceled
INN04092,2,0,0,3,Meal Plan 1,0,Room_Type 1,22,2018,10,5,Offline,0,0,0,85.0,0,Not_Canceled
INN31523,2,1,2,0,Meal Plan 1,0,Room_Type 1,167,2018,8,21,Online,0,0,0,119.7,1,Canceled
INN09962,2,0,2,3,Meal Plan 1,0,Room_Type 1,88,2018,4,16,Online,0,0,0,90.95,1,Not_Canceled
